debators,order,party,speaker,line,response
obama-mccain,2,moderator,brokaw,120,senator obama.
obama-mccain,2,republican,mccain,121,"it will not be a re-ignition of the cold war, but russia is a challenge."
obama-mccain,2,moderator,brokaw,122,"senator obama? we’re winding down, so if we can keep track of the time."
obama-mccain,2,democrat,obama,123,"well, the resurgence of russia is one of the central issues that we’re going to have to deal with in the next presidency. and for the most part i agree with senator mccain on many of the steps that have to be taken. but we can’t just provide moral support. we’ve got to provide moral support to the poles and estonia and latvia and all of the nations that were former soviet satellites. but we’ve also got to provide them with financial and concrete assistance to help rebuild their economies. georgia in particular is now on the brink of enormous economic challenges. and some say that that’s what putin intended in the first place. the other thing we have to do, though, is we’ve got to see around the corners. we’ve got to anticipate some of these problems ahead of time. you know, back in april, i put out a statement saying that the situation in georgia was unsustainable because you had russian peacekeepers in these territories that were under dispute. and you knew that if the russians themselves were trying to obtain some of these territories or push back against georgia, that that was not a stable situation. so part of the job of the next commander-in-chief, in keeping all of you safe, is making sure that we can see some of the 21st century challenges and anticipate them before they happen. we haven’t been doing enough of that. we tend to be reactive. that’s what we’ve been doing over the last eight years and that has actually made us more safe. that’s part of what happened in afghanistan, where we rushed into iraq and senator mccain and president bush suggested that it wasn’t that important to catch bin laden right now and that we could muddle through, and that has cost us dearly. we’ve got to be much more strategic if we’re going to be able to deal with all of the challenges that we face out there. and one last point i want to make about russia. energy is going to be key in dealing with russia. if we can reduce our energy consumption, that reduces the amount of petro dollars that they have to make mischief around the world. that will strengthen us and weaken them when it comes to issues like georgia."
obama-mccain,2,moderator,brokaw,124,this requires only a yes or a no. ronald reagan famously said that the soviet union was the evil empire. do you think that russia under vladimir putin is an evil empire?
obama-mccain,2,democrat,obama,125,i think they’ve engaged in an evil behavior and i think that it is important that we understand they’re not the old soviet union but they still have nationalist impulses that i think are very dangerous.
obama-mccain,2,moderator,brokaw,126,senator mccain?
obama-mccain,2,republican,mccain,127,maybe. (laughter)
obama-mccain,2,moderator,brokaw,128,maybe.
obama-mccain,2,republican,mccain,129,"depends on how we respond to russia and it depends on a lot of things. if i say yes, then that means that we’re reigniting the old cold war. if i say no, it ignores their behavior. obviously energy is going to be a big, big factor. and georgia and ukraine are both major gateways of energy into europe. and that’s one of the reasons why it’s in our interest. but the russians, i think we can deal with them but they’ve got to understand that they’re facing a very firm and determined united states of america that will defend our interests and that of other countries in the world."
obama-mccain,2,moderator,brokaw,130,"all right. we’re going to try to get in two more questions, if we can. so we have to move along. over in section a, terry chary (ph) — do i have that right, terry? question: senator, as a retired navy chief, my thoughts are often with those who serve our country. i know both candidates, both of you, expressed support for israel. question: if, despite your best diplomatic efforts, iran attacks israel, would you be willing to commit u.s. troops in support and defense of israel? or would you wait on approval from the u.n. security council?"
obama-mccain,2,republican,mccain,131,"well, thank you, terry (ph). and thank you for your service to the country. i want to say, everything i ever learned about leadership i learned from a chief petty officer. and i thank you, and i thank you, my friend. thanks for serving. let — let — let me say that we obviously would not wait for the united nations security council. i think the realities are that both russia and china would probably pose significant obstacles. and our challenge right now is the iranians continue on the path to acquiring nuclear weapons, and it’s a great threat. it’s not just a threat — threat to the state of israel. it’s a threat to the stability of the entire middle east. if iran acquires nuclear weapons, all the other countries will acquire them, too. the tensions will be ratcheted up. what would you do if you were the israelis and the president of a country says that they are — they are determined to wipe you off the map, calls your country a stinking corpse? now, senator obama without precondition wants to sit down and negotiate with them, without preconditions. that’s what he stated, again, a matter of record. i want to make sure that the iranians are put enough — that we put enough pressure on the iranians by joining with our allies, imposing significant, tough sanctions to modify their behavior. and i think we can do that. i think, joining with our allies and friends in a league of democracies, that we can effectively abridge their behavior, and hopefully they would abandon this quest that they are on for nuclear weapons. but, at the end of the day, my friend, i have to tell you again, and you know what it’s like to serve, and you know what it’s like to sacrifice, but we can never allow a second holocaust to take place."
obama-mccain,2,moderator,brokaw,132,senator obama?
obama-mccain,2,democrat,obama,133,"well, terry, first of all, we honor your service, and we’re grateful for it. we cannot allow iran to get a nuclear weapon. it would be a game-changer in the region. not only would it threaten israel, our strongest ally in the region and one of our strongest allies in the world, but it would also create a possibility of nuclear weapons falling into the hands of terrorists. and so it’s unacceptable. and i will do everything that’s required to prevent it. and we will never take military options off the table. and it is important that we don’t provide veto power to the united nations or anyone else in acting in our interests. it is important, though, for us to use all the tools at our disposal to prevent the scenario where we’ve got to make those kinds of choices. and that’s why i have consistently said that, if we can work more effectively with other countries diplomatically to tighten sanctions on iran, if we can reduce our energy consumption through alternative energy, so that iran has less money, if we can impose the kinds of sanctions that, say, for example, iran right now imports gasoline, even though it’s an oil-producer, because its oil infrastructure has broken down, if we can prevent them from importing the gasoline that they need and the refined petroleum products, that starts changing their cost-benefit analysis. that starts putting the squeeze on them. now, it is true, though, that i believe that we should have direct talks — not just with our friends, but also with our enemies — to deliver a tough, direct message to iran that, if you don’t change your behavior, then there will be dire consequences. if you do change your behavior, then it is possible for you to re-join the community of nations. now, it may not work. but one of the things we’ve learned is, is that when we take that approach, whether it’s in north korea or in iran, then we have a better chance at better outcomes. when president bush decided we’re not going to talk to iran, we’re not going to talk to north korea, you know what happened? iran went from zero centrifuges to develop nuclear weapons to 4,000. north korea quadrupled its nuclear capability. we’ve got to try to have talks, understanding that we’re not taking military options off the table."
obama-mccain,2,moderator,brokaw,134,"all right, gentlemen, we’ve come to the last question. and you’ll both be interested to know this comes from the internet and it’s from a state that you’re strongly contesting, both of you. it’s from peggy (ph) in amherst, new hampshire. and it has a certain zen-like quality, i’ll give you a fair warning. she says, “what don’t you know and how will you learn it?” (laughter) senator obama, you get first crack at that."
obama-mccain,2,democrat,obama,135,"my wife, michelle, is there and she could give you a much longer list than i do. and most of the time, i learn it by asking her. but, look, the nature of the challenges that we’re going to face are immense and one of the things that we know about the presidency is that it’s never the challenges that you expect. it’s the challenges that you don’t that end up consuming most of your time. but here’s what i do know. i know that i wouldn’t be standing here if it weren’t for the fact that this country gave me opportunity. i came from very modest means. i had a single mom and my grandparents raised me and it was because of the help of scholarships and my grandmother scrimping on things that she might have wanted to purchase and my mom, at one point, getting food stamps in order for us to put food on the table. despite all that, i was able to go to the best schools on earth and i was able to succeed in a way that i could not have succeeded anywhere else in this country. the same is true for michelle and i’m sure the same is true for a lot of you. and the question in this election is: are we going to pass on that same american dream to the next generation? over the last eight years, we’ve seen that dream diminish. wages and incomes have gone down. people have lost their health care or are going bankrupt because they get sick. we’ve got young people who have got the grades and the will and the drive to go to college, but they just don’t have the money. and we can’t expect that if we do the same things that we’ve been doing over the last eight years, that somehow we are going to have a different outcome. we need fundamental change. that’s what’s at stake in this election. that’s the reason i decided to run for president, and i’m hopeful that all of you are prepared to continue this extraordinary journey that we call america. but we’re going to have to have the courage and the sacrifice, the nerve to move in a new direction. thank you."
obama-mccain,2,moderator,brokaw,136,"senator mccain, you get the last word. senator obama had the opening. you’re last up."
obama-mccain,2,republican,mccain,137,"well, thank you, tom. and i think what i don’t know is what all of us don’t know, and that’s what’s going to happen both here at home and abroad. the challenges that we face are unprecedented. americans are hurting tonight in a way they have not in our generation. there are challenges around the world that are new and different and there will be different — we will be talking about countries sometime in the future that we hardly know where they are on the map, some americans. so what i don’t know is what the unexpected will be. but i have spent my whole life serving this country. i grew up in a family where my father was gone most of the time because he was at sea and doing our country’s business. my mother basically raised our family. i know what it’s like in dark times. i know what it’s like to have to fight to keep one’s hope going through difficult times. i know what it’s like to rely on others for support and courage and love in tough times. i know what it’s like to have your comrades reach out to you and your neighbors and your fellow citizens and pick you up and put you back in the fight. that’s what america’s all about. i believe in this country. i believe in its future. i believe in its greatness. it’s been my great honor to serve it for many, many years. and i’m asking the american people to give me another opportunity and i’ll rest on my record, but i’ll also tell you, when times are tough, we need a steady hand at the tiller and the great honor of my life was to always put my country first. thank you, tom."
obama-mccain,2,moderator,brokaw,138,"thank you very much, senator mccain. that concludes tonight’s debate from here in nashville. we want to thank our hosts here at belmont university in nashville and the commission on presidential debates. and you’re in my way of my script there, if you will move. (applause) in addition to everything else, there is one more presidential debate on wednesday, october 15, at hofstra university in new york, moderated by my friend, bob schieffer of “cbs news.” thank you, senator mccain. thank you, senator obama. good night, everyone, from nashville. end transcription by: cq transcriptions/morningside"
obama-mccain,3,moderator,schieffer,1,"good evening. and welcome to the third and last presidential debate of 2008, sponsored by the commission on presidential debates. i’m bob schieffer of cbs news. the rules tonight are simple. the subject is domestic policy. i will divide the next hour-and-a-half into nine-minute segments. i will ask a question at the beginning of each segment. each candidate will then have two minutes to respond, and then we’ll have a discussion. i’ll encourage them to ask follow-up questions of each other. if they do not, i will. the audience behind me has promised to be quiet, except at this moment, when we welcome barack obama and john mccain. (applause) gentlemen, welcome. by now, we’ve heard all the talking points, so let’s try to tell the people tonight some things that they — they haven’t heard. let’s get to it. another very bad day on wall street, as both of you know. both of you proposed new plans this week to address the economic crisis. senator mccain, you proposed a $52 billion plan that includes new tax cuts on capital gains, tax breaks for seniors, write-offs for stock losses, among other things. senator obama, you proposed $60 billion in tax cuts for middle- income and lower-income people, more tax breaks to create jobs, new spending for public works projects to create jobs. i will ask both of you: why is your plan better than his? senator mccain, you go first."
obama-mccain,3,republican,mccain,2,"well, let — let me say, bob, thank you. and thanks to hofstra. and, by the way, our beloved nancy reagan is in the hospital tonight, so our thoughts and prayers are going with you. it’s good to see you again, senator obama. americans are hurting right now, and they’re angry. they’re hurting, and they’re angry. they’re innocent victims of greed and excess on wall street and as well as washington, d.c. and they’re angry, and they have every reason to be angry. and they want this country to go in a new direction. and there are elements of my proposal that you just outlined which i won’t repeat. but we also have to have a short-term fix, in my view, and long- term fixes. let me just talk to you about one of the short-term fixes. the catalyst for this housing crisis was the fannie and freddie mae that caused subprime lending situation that now caused the housing market in america to collapse. i am convinced that, until we reverse this continued decline in home ownership and put a floor under it, and so that people have not only the hope and belief they can stay in their homes and realize the american dream, but that value will come up. now, we have allocated $750 billion. let’s take 300 of that billion and go in and buy those home loan mortgages and negotiate with those people in their homes, 11 million homes or more, so that they can afford to pay the mortgage, stay in their home. now, i know the criticism of this."
obama-mccain,3,republican,mccain,3,"well, what about the citizen that stayed in their homes? that paid their mortgage payments? it doesn’t help that person in their home if the next door neighbor’s house is abandoned. and so we’ve got to reverse this. we ought to put the homeowners first. and i am disappointed that secretary paulson and others have not made that their first priority."
obama-mccain,3,moderator,schieffer,4,all right. senator obama?
obama-mccain,3,democrat,obama,5,"well, first of all, i want to thank hofstra university and the people of new york for hosting us tonight and it’s wonderful to join senator mccain again, and thank you, bob. i think everybody understands at this point that we are experiencing the worst financial crisis since the great depression. and the financial rescue plan that senator mccain and i supported is an important first step. and i pushed for some core principles: making sure that taxpayer can get their money back if they’re putting money up. making sure that ceos are not enriching themselves through this process. and i think that it’s going to take some time to work itself out. but what we haven’t yet seen is a rescue package for the middle class. because the fundamentals of the economy were weak even before this latest crisis. so i’ve proposed four specific things that i think can help. number one, let’s focus on jobs. i want to end the tax breaks for companies that are shipping jobs overseas and provide a tax credit for every company that’s creating a job right here in america. number two, let’s help families right away by providing them a tax cut — a middle-class tax cut for people making less than $200,000, and let’s allow them to access their ira accounts without penalty if they’re experiencing a crisis. now senator mccain and i agree with your idea that we’ve got to help homeowners. that’s why we included in the financial package a proposal to get homeowners in a position where they can renegotiate their mortgages. i disagree with senator mccain in how to do it, because the way senator mccain has designed his plan, it could be a giveaway to banks if we’re buying full price for mortgages that now are worth a lot less. and we don’t want to waste taxpayer money. and we’ve got to get the financial package working much quicker than it has been working. last point i want to make, though. we’ve got some long-term challenges in this economy that have to be dealt with. we’ve got to fix our energy policy that’s giving our wealth away. we’ve got to fix our health care system and we’ve got to invest in our education system for every young person to be able to learn."
obama-mccain,3,moderator,schieffer,6,all right. would you like to ask him a question?
obama-mccain,3,republican,mccain,7,"no. i would like to mention that a couple days ago senator obama was out in ohio and he had an encounter with a guy who’s a plumber, his name is joe wurzelbacher. joe wants to buy the business that he has been in for all of these years, worked 10, 12 hours a day. and he wanted to buy the business but he looked at your tax plan and he saw that he was going to pay much higher taxes. you were going to put him in a higher tax bracket which was going to increase his taxes, which was going to cause him not to be able to employ people, which joe was trying to realize the american dream. now senator obama talks about the very, very rich. joe, i want to tell you, i’ll not only help you buy that business that you worked your whole life for and be able — and i’ll keep your taxes low and i’ll provide available and affordable health care for you and your employees. and i will not have — i will not stand for a tax increase on small business income. fifty percent of small business income taxes are paid by small businesses. that’s 16 million jobs in america. and what you want to do to joe the plumber and millions more like him is have their taxes increased and not be able to realize the american dream of owning their own business."
obama-mccain,3,moderator,schieffer,8,is that what you want to do?
obama-mccain,3,republican,mccain,9,that’s what joe believes.
obama-mccain,3,democrat,obama,10,"he has been watching ads of senator mccain’s. let me tell you what i’m actually going to do. i think tax policy is a major difference between senator mccain and myself. and we both want to cut taxes, the difference is who we want to cut taxes for. now, senator mccain, the centerpiece of his economic proposal is to provide $200 billion in additional tax breaks to some of the wealthiest corporations in america. exxon mobil, and other oil companies, for example, would get an additional $4 billion in tax breaks. what i’ve said is i want to provide a tax cut for 95 percent of working americans, 95 percent. if you make more — if you make less than a quarter million dollars a year, then you will not see your income tax go up, your capital gains tax go up, your payroll tax. not one dime. and 95 percent of working families, 95 percent of you out there, will get a tax cut. in fact, independent studies have looked at our respective plans and have concluded that i provide three times the amount of tax relief to middle-class families than senator mccain does."
obama-mccain,3,democrat,obama,11,"now, the conversation i had with joe the plumber, what i essentially said to him was, “five years ago, when you were in a position to buy your business, you needed a tax cut then.” and what i want to do is to make sure that the plumber, the nurse, the firefighter, the teacher, the young entrepreneur who doesn’t yet have money, i want to give them a tax break now. and that requires us to make some important choices. the last point i’ll make about small businesses. not only do 98 percent of small businesses make less than $250,000, but i also want to give them additional tax breaks, because they are the drivers of the economy. they produce the most jobs."
obama-mccain,3,republican,mccain,12,"you know, when senator obama ended up his conversation with joe the plumber — we need to spread the wealth around. in other words, we’re going to take joe’s money, give it to senator obama, and let him spread the wealth around. i want joe the plumber to spread that wealth around. you told him you wanted to spread the wealth around. the whole premise behind senator obama’s plans are class warfare, let’s spread the wealth around. i want small businesses — and by the way, the small businesses that we’re talking about would receive an increase in their taxes right now. who — why would you want to increase anybody’s taxes right now? why would you want to do that, anyone, anyone in america, when we have such a tough time, when these small business people, like joe the plumber, are going to create jobs, unless you take that money from him and spread the wealth around. i’m not going to…"
obama-mccain,3,democrat,obama,13,ok. can i…
obama-mccain,3,republican,mccain,14,we’re not going to do that in my administration.
obama-mccain,3,democrat,obama,15,"if i can answer the question. number one, i want to cut taxes for 95 percent of americans. now, it is true that my friend and supporter, warren buffett, for example, could afford to pay a little more in taxes in order…"
obama-mccain,3,republican,mccain,16,we’re talking about joe the plumber.
obama-mccain,3,democrat,obama,17,"… in order to give — in order to give additional tax cuts to joe the plumber before he was at the point where he could make $250,000. then exxon mobil, which made $12 billion, record profits, over the last several quarters, they can afford to pay a little more so that ordinary families who are hurting out there — they’re trying to figure out how they’re going to afford food, how they’re going to save for their kids’ college education, they need a break. so, look, nobody likes taxes. i would prefer that none of us had to pay taxes, including myself. but ultimately, we’ve got to pay for the core investments that make this economy strong and somebody’s got to do it."
obama-mccain,3,republican,mccain,18,nobody likes taxes. let’s not raise anybody’s taxes. ok?
obama-mccain,3,democrat,obama,19,"well, i don’t mind paying a little more."
obama-mccain,3,republican,mccain,20,"the fact is that businesses in america today are paying the second highest tax rate of anywhere in the world. our tax rate for business in america is 35 percent. ireland, it’s 11 percent. where are companies going to go where they can create jobs and where they can do best in business? we need to cut the business tax rate in america. we need to encourage business. now, of all times in america, we need to cut people’s taxes. we need to encourage business, create jobs, not spread the wealth around."
obama-mccain,3,moderator,schieffer,21,"all right. let’s go to another topic. it’s related. so if you have other things you want to say, you can get back to that. this question goes to you first, senator obama. we found out yesterday that this year’s deficit will reach an astounding record high $455 billion. some experts say it could go to $1 trillion next year. both of you have said you want to reduce the deficit, but the nonpartisan committee for a responsible federal budget ran the numbers on both of your proposals and they say the cost of your proposals, even with the savings you claim can be made, each will add more than $200 billion to the deficit. aren’t you both ignoring reality? won’t some of the programs you are proposing have to be trimmed, postponed, even eliminated? give us some specifics on what you’re going to cut back. senator obama?"
obama-mccain,3,democrat,obama,22,"well, first of all, i think it’s important for the american public to understand that the $750 billion rescue package, if it’s structured properly, and, as president, i will make sure it’s structured properly, means that ultimately taxpayers get their money back, and that’s important to understand. but there is no doubt that we’ve been living beyond our means and we’re going to have to make some adjustments. now, what i’ve done throughout this campaign is to propose a net spending cut. i haven’t made a promise about…"
obama-mccain,3,moderator,schieffer,23,"but you’re going to have to cut some of these programs, certainly."
obama-mccain,3,democrat,obama,24,"absolutely. so let me get to that. what i want to emphasize, though, is that i have been a strong proponent of pay-as- you-go. every dollar that i’ve proposed, i’ve proposed an additional cut so that it matches."
obama-mccain,3,democrat,obama,25,"and some of the cuts, just to give you an example, we spend $15 billion a year on subsidies to insurance companies. it doesn’t — under the medicare plan — it doesn’t help seniors get any better. it’s not improving our health care system. it’s just a giveaway. we need to eliminate a whole host of programs that don’t work. and i want to go through the federal budget line by line, page by page, programs that don’t work, we should cut. programs that we need, we should make them work better. now, what is true is that senator mccain and i have a difference in terms of the need to invest in america and the american people. i mentioned health care earlier. if we make investments now so that people have coverage, that we are preventing diseases, that will save on medicare and medicaid in the future. if we invest in a serious energy policy, that will save in the amount of money we’re borrowing from china to send to saudi arabia. if we invest now in our young people and their ability to go to college, that will allow them to drive this economy into the 21st century. but what is absolutely true is that, once we get through this economic crisis and some of the specific proposals to get us out of this slump, that we’re not going to be able to go back to our profligate ways. and we’re going to have to embrace a culture and an ethic of responsibility, all of us, corporations, the federal government, and individuals out there who may be living beyond their means."
obama-mccain,3,moderator,schieffer,26,time’s up. senator?
obama-mccain,3,republican,mccain,27,"well, thank you, bob. i just want to get back to this home ownership. during the depression era, we had a thing called the home ownership loan corporation. and they went out and bought up these mortgages. and people were able to stay in their homes, and eventually the values of those homes went up, and they actually made money. and, by the way, this was a proposal made by senator clinton not too long ago. so, obviously, if we can start increasing home values, then there will be creation of wealth."
obama-mccain,3,moderator,schieffer,28,but what…
obama-mccain,3,republican,mccain,29,but — ok. all right.
obama-mccain,3,moderator,schieffer,30,"the question was, what are you going to cut?"
obama-mccain,3,republican,mccain,31,"energy — well, first — second of all, energy independence. we have to have nuclear power. we have to stop sending $700 billion a year to countries that don’t like us very much. it’s wind, tide, solar, natural gas, nuclear, off-shore drilling, which senator obama has opposed. and the point is that we become energy independent and we will create millions of jobs — millions of jobs in america. ok, what — what would i cut? i would have, first of all, across-the-board spending freeze, ok? some people say that’s a hatchet. that’s a hatchet, and then i would get out a scalpel, ok? because we’ve got — we have presided over the largest increase — we’ve got to have a new direction for this country. we have presided over the largest increase in government since the great society. government spending has gone completely out of control; $10 trillion dollar debt we’re giving to our kids, a half-a-trillion dollars we owe china. i know how to save billions of dollars in defense spending. i know how to eliminate programs."
obama-mccain,3,moderator,schieffer,32,which ones?
obama-mccain,3,republican,mccain,33,"i have fought against — well, one of them would be the marketing assistance program. another one would be a number of subsidies for ethanol. i oppose subsidies for ethanol because i thought it distorted the market and created inflation; senator obama supported those subsidies. i would eliminate the tariff on imported sugarcane-based ethanol from brazil. i know how to save billions. i saved the taxpayer $6.8 billion by fighting a deal for a couple of years, as you might recall, that was a sweetheart deal between an aircraft manufacturer, dod, and people ended up in jail. but i would fight for a line-item veto, and i would certainly veto every earmark pork-barrel bill. senator obama has asked for nearly $1 billion in pork-barrel earmark projects…"
obama-mccain,3,moderator,schieffer,34,time’s up.
obama-mccain,3,republican,mccain,35,… including $3 million for an overhead projector in a planetarium in his hometown. that’s not the way we cut — we’ll cut out all the pork.
obama-mccain,3,moderator,schieffer,36,time’s up.
obama-mccain,3,democrat,obama,37,"well, look, i think that we do have a disagreement about an across-the-board spending freeze. it sounds good. it’s proposed periodically. it doesn’t happen. and, in fact, an across-the-board spending freeze is a hatchet, and we do need a scalpel, because there are some programs that don’t work at all. there are some programs that are underfunded. and i want to make sure that we are focused on those programs that work. now, senator mccain talks a lot about earmarks. that’s one of the centerpieces of his campaign. earmarks account for 0.5 percent of the total federal budget. there’s no doubt that the system needs reform and there are a lot of screwy things that we end up spending money on, and they need to be eliminated. but it’s not going to solve the problem. now, the last thing i think we have to focus on is a little bit of history, just so that we understand what we’re doing going forward. when president bush came into office, we had a budget surplus and the national debt was a little over $5 trillion. it has doubled over the last eight years."
obama-mccain,3,democrat,obama,38,"and we are now looking at a deficit of well over half a trillion dollars. so one of the things that i think we have to recognize is pursuing the same kinds of policies that we pursued over the last eight years is not going to bring down the deficit. and, frankly, senator mccain voted for four out of five of president bush’s budgets. we’ve got to take this in a new direction, that’s what i propose as president."
obama-mccain,3,moderator,schieffer,39,"do either of you think you can balance the budget in four years? you have said previously you thought you could, senator mccain."
obama-mccain,3,republican,mccain,40,sure i do. and let me tell you…
obama-mccain,3,moderator,schieffer,41,you can still do that?
obama-mccain,3,republican,mccain,42,"yes. senator obama, i am not president bush. if you wanted to run against president bush, you should have run four years ago. i’m going to give a new direction to this economy in this country. senator obama talks about voting for budgets. he voted twice for a budget resolution that increases the taxes on individuals making $42,000 a year. of course, we can take a hatchet and a scalpel to this budget. it’s completely out of control. the mayor of new york, mayor bloomberg, just imposed an across- the-board spending freeze on new york city. they’re doing it all over america because they have to. because they have to balance their budgets. i will balance our budgets and i will get them and i will…"
obama-mccain,3,moderator,schieffer,43,in four years?
obama-mccain,3,republican,mccain,44,"… reduce this — i can — we can do it with this kind of job creation of energy independence. now, look, americans are hurting tonight and they’re angry and i understand that, and they want a new direction. i can bring them in that direction by eliminating spending. senator obama talks about the budgets i voted for. he voted for the last two budgets that had that $24 billion more in spending than the budget that the bush administration proposed. he voted for the energy bill that was full of goodies for the oil companies that i opposed. so the fact is, let’s look at our records, senator obama. let’s look at it as graded by the national taxpayers union and the citizens against government waste and the other watchdog organizations. i have fought against spending. i have fought against special interests. i have fought for reform. you have to tell me one time when you have stood up with the leaders of your party on one single major issue."
obama-mccain,3,moderator,schieffer,45,barack.
obama-mccain,3,democrat,obama,46,"well, there’s a lot of stuff that was put out there, so let me try to address it. first of all, in terms of standing up to the leaders of my party, the first major bill that i voted on in the senate was in support of tort reform, which wasn’t very popular with trial lawyers, a major constituency in the democratic party. i support…"
obama-mccain,3,republican,mccain,47,an overwhelming vote.
obama-mccain,3,democrat,obama,48,"i support charter schools and pay for performance for teachers. doesn’t make me popular with the teachers union. i support clean coal technology. doesn’t make me popular with environmentalists. so i’ve got a history of reaching across the aisle. now with respect to a couple of things senator mccain said, the notion that i voted for a tax increase for people making $42,000 a year has been disputed by everybody who has looked at this claim that senator mccain keeps on making. even fox news disputes it, and that doesn’t happen very often when it comes to accusations about me. so the fact of the matter is that if i occasionally have mistaken your policies for george bush’s policies, it’s because on the core economic issues that matter to the american people, on tax policy, on energy policy, on spending priorities, you have been a vigorous supporter of president bush. now, you’ve shown independence — commendable independence, on some key issues like torture, for example, and i give you enormous credit for that. but when it comes to economic policies, essentially what you’re proposing is eight more years of the same thing. and it hasn’t worked. and i think the american people understand it hasn’t worked. we need to move in a new direction."
obama-mccain,3,moderator,schieffer,49,all right…
obama-mccain,3,republican,mccain,50,"let me just say, bob."
obama-mccain,3,moderator,schieffer,51,ok. about 30 seconds.
obama-mccain,3,republican,mccain,52,"ok. but it’s very clear that i have disagreed with the bush administration. i have disagreed with leaders of my own party. i’ve got the scars to prove it. whether it be bringing climate change to the floor of the senate for the first time. whether it be opposition to spending and earmarks, whether it be the issue of torture, whether it be the conduct of the war in iraq, which i vigorously opposed. whether it be on fighting the pharmaceutical companies on medicare prescription drugs, importation. whether it be fighting for an hmo patient’s bill of rights. whether it be the establishment of the 9/11 commission. i have a long record of reform and fighting through on the floor of the united states senate."
obama-mccain,3,moderator,schieffer,53,all right.
obama-mccain,3,republican,mccain,54,"senator obama, your argument for standing up to the leadership of your party isn’t very convincing."
obama-mccain,3,moderator,schieffer,55,all right. we’re going to move to another question and the topic is leadership in this campaign. both of you pledged to take the high road in this campaign yet it has turned very nasty.
obama-mccain,3,moderator,schieffer,56,"senator obama, your campaign has used words like “erratic,” “out of touch,” “lie,” “angry,” “losing his bearings” to describe senator mccain. senator mccain, your commercials have included words like “disrespectful,” “dangerous,” “dishonorable,” “he lied.” your running mate said he “palled around with terrorists.” are each of you tonight willing to sit at this table and say to each other’s face what your campaigns and the people in your campaigns have said about each other? and, senator mccain, you’re first."
obama-mccain,3,republican,mccain,57,"well, this has been a tough campaign. it’s been a very tough campaign. and i know from my experience in many campaigns that, if senator obama had asked — responded to my urgent request to sit down, and do town hall meetings, and come before the american people, we could have done at least 10 of them by now. when senator obama was first asked, he said, “any place, any time,” the way barry goldwater and jack kennedy agreed to do, before the intervention of the tragedy at dallas. so i think the tone of this campaign could have been very different. and the fact is, it’s gotten pretty tough. and i regret some of the negative aspects of both campaigns. but the fact is that it has taken many turns which i think are unacceptable. one of them happened just the other day, when a man i admire and respect — i’ve written about him — congressman john lewis, an american hero, made allegations that sarah palin and i were somehow associated with the worst chapter in american history, segregation, deaths of children in church bombings, george wallace. that, to me, was so hurtful. and, senator obama, you didn’t repudiate those remarks. every time there’s been an out-of-bounds remark made by a republican, no matter where they are, i have repudiated them. i hope that senator obama will repudiate those remarks that were made by congressman john lewis, very unfair and totally inappropriate. so i want to tell you, we will run a truthful campaign. this is a tough campaign. and it’s a matter of fact that senator obama has spent more money on negative ads than any political campaign in history. and i can prove it. and, senator obama, when he said — and he signed a piece of paper that said he would take public financing for his campaign if i did — that was back when he was a long-shot candidate — you didn’t keep your word. and when you looked into the camera in a debate with senator clinton and said, “i will sit down and negotiate with john mccain about public financing before i make a decision,” you didn’t tell the american people the truth because you didn’t. and that’s — that’s — that’s an unfortunate part. now we have the highest spending by senator obama’s campaign than any time since watergate."
obama-mccain,3,moderator,schieffer,58,time’s up. all right.
obama-mccain,3,democrat,obama,59,"well, look, you know, i think that we expect presidential campaigns to be tough. i think that, if you look at the record and the impressions of the american people — bob, your network just did a poll, showing that two-thirds of the american people think that senator mccain is running a negative campaign versus one-third of mine. and 100 percent, john, of your ads — 100 percent of them have been negative."
obama-mccain,3,republican,mccain,60,it’s not true.
obama-mccain,3,democrat,obama,61,"it absolutely is true. and, now, i think the american people are less interested in our hurt feelings during the course of the campaign than addressing the issues that matter to them so deeply. and there is nothing wrong with us having a vigorous debate like we’re having tonight about health care, about energy policy, about tax policy. that’s the stuff that campaigns should be made of. the notion, though, that because we’re not doing town hall meetings that justifies some of the ads that have been going up, not just from your own campaign directly, john, but 527s and other organizations that make some pretty tough accusations, well, i don’t mind being attacked for the next three weeks. what the american people can’t afford, though, is four more years of failed economic policies. and what they deserve over the next four weeks is that we talk about what’s most pressing to them: the economic crisis. senator mccain’s own campaign said publicly last week that, if we keep on talking about the economic crisis, we lose, so we need to change the subject. and i would love to see the next three weeks devoted to talking about the economy, devoted to talking about health care, devoted to talking about energy, and figuring out how the american people can send their kids to college. and that is something that i would welcome. but it requires, i think, a recognition that politics as usual, as been practiced over the last several years, is not solving the big problems here in america."
obama-mccain,3,republican,mccain,62,"well, if you’ll turn on the television, as i — i watched the arizona cardinals defeat the dallas cowboys on sunday."
obama-mccain,3,democrat,obama,63,congratulations.
